SPECIES;LOCALITY;DATE;SEX;GEOGRAPHY;GROUP;SVL;HL;HW;HH;FLL;HLL;EL;NED;EED;IORD;SW;TD;TOL;FIL;FIPL;IPW;PW;PL;MSOL;SDLT;SDLF;NSL;NIL;NDS;NVS;RVS;NEE
Heremites vittatus;between Cizre and Silopi 5 km., Þýrnak, Turkey;10.04.2006;male;Arabian;Arabian_male;77.25;15.01;8.43;6.62;17.34;26.33;4.59;3.52;4.47;5.31;4.19;2.19;8.55;5.2;8.17;1.98;3.71;2.28;2.61;17;11;7;7;30;42;8;6
Heremites vittatus;between Cizre and Silopi 5 km., Þýrnak, Turkey;10.04.2006;male;Arabian;Arabian_male;62.86;12.78;7.36;5.61;14.66;22.06;3.4;3.07;3.39;4.35;3.22;1.35;7.8;4.47;7.04;2.16;3.26;2.31;1.97;16;12;7;7;31;40;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;80.16;14.99;9.01;7.33;14.04;28.98;4.47;3.56;4.15;5.92;4.29;2.08;9.86;5.28;8.3;2.31;3.9;2.71;2.83;15;10;7;7;32;41;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;69.36;13.81;7.54;6.36;16.51;23.83;3.74;3.32;3.86;5.06;3.73;1.42;8.29;4.05;7.2;1.74;3.46;2.61;2.37;16;10;7;7;32;43;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;76;14.89;8.73;7.14;17.91;26.37;4.34;3.77;4.22;5.43;3.83;1.43;7.88;4.52;8.07;2.31;3.7;2.93;2.38;16;11;7;7;33;43;8;7
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;75.01;14.05;7.82;6.42;15.67;24.39;3.71;3.52;3.92;4.91;4.09;1.5;8.83;4.42;7.33;1.57;3.65;2.63;2.59;17;11;7;7;32;43;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;68.61;13.28;8.11;6.77;15.94;23.5;3.7;3.12;3.96;4.86;3.89;1.32;8.47;4.65;7.04;2.01;3.5;2.55;2.24;16;10;7;7;32;41;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;74.48;14.07;8.44;7.04;15.94;25.12;4.66;3.35;3.85;5.52;4.54;1.59;7.81;5.09;8.18;1.93;3.51;2.54;2.48;16;12;7;7;32;40;10;6
Heremites vittatus;Silopi, Þýrnak, Turkey;8.04.2006;male;Arabian;Arabian_male;72.22;14.13;8.33;6.03;15.11;26.33;3.89;3.41;3.94;5.24;3.92;1.04;8.99;4.96;7.55;1.75;3.4;2.38;2.22;16;11;7;7;31;44;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;10.05.2011;male;Arabian;Arabian_male;75.35;14.08;8.78;6.95;16.66;24.97;4.6;3.38;3.98;6.11;4.34;1.64;8.12;4.82;7.95;1.98;3.68;2.77;2.44;17;12;7;7;32;43;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;10.05.2011;male;Arabian;Arabian_male;72.4;14.31;8.03;6.24;15.2;23.98;4.24;3.06;3.84;5.73;4.28;1.42;8.15;5.08;7.86;1.75;3.38;2.93;2.41;17;11;7;7;32;43;8;7
Heremites vittatus;Silopi, Þýrnak, Turkey;10.05.2011;male;Arabian;Arabian_male;71.47;13.9;7.93;6.14;16.23;24.26;3.95;3.13;3.63;4.89;3.88;1.34;8.06;5.22;7.46;2;3.65;2.61;2.46;18;11;7;7;34;42;8;6
Heremites vittatus;Silopi, Þýrnak, Turkey;10.05.2011;male;Arabian;Arabian_male;59.87;11.69;6.53;5.21;13.9;19.64;3.5;2.84;2.94;4.63;3.3;1.54;7.54;4.19;6.47;1.79;2.75;2.34;1.93;17;12;7;7;33;43;8;6
Heremites vittatus;between Diyarbakýr and Siverek 48. km., Turkey;31.04.2005;male;Arabian;Arabian_male;78.5;14.56;8.44;6.16;17.09;25.67;3.54;3.9;4.39;4.83;3.82;1.43;8.28;4.21;7.98;2.12;4.04;2.78;2.46;17;11;7;7;32;43;8;7
Heremites vittatus;between Diyarbakýr and Siverek 48. km., Turkey;31.04.2005;male;Arabian;Arabian_male;75.64;14.14;7.85;6.37;17.7;26.33;3.25;4.11;4.16;5.05;3.16;1.18;8.72;4.46;7.72;1.94;3.82;2.75;2.55;16;10;7;7;30;43;8;6
Heremites vittatus;between Diyarbakýr and Siverek 48. km., Turkey;31.04.2005;male;Arabian;Arabian_male;72.26;13.35;7.83;6.5;16.71;25.88;3.35;3.4;3.79;5.28;3.97;1.44;7.95;4.2;7.51;2.04;3.67;2.86;2.54;17;12;7;7;34;47;8;7
Heremites vittatus;between Viranþehir and Þanlýurfa 27 km., Turkey;11.04.2006;male;Arabian;Arabian_male;80.18;14.85;8.68;6.71;16.73;26.36;3.98;3.55;4.34;5.63;4.39;1.61;8.91;4.47;8.43;1.86;4.05;2.98;2.57;18;12;7;7;32;42;8;7
Heremites vittatus;Güzelyat, Ceylanpýnar, Þanlýurfa, Turkey;3.05.2001;male;Arabian;Arabian_male;71.09;14.6;8.15;5.96;16.96;25.32;3.91;3.5;3.98;5.48;4.26;1.53;9.23;4.62;7.63;1.64;3.53;2.66;2.32;17;12;7;7;32;41;8;6
Heremites vittatus;Eskisavaþan village, Halfeti, Þanlýurfa, Turkey;12.04.2006;male;Arabian;Arabian_male;62.17;13.11;7.04;5.61;15.33;21.22;3.96;3.06;3.24;4.48;3.43;1.4;7.23;4.5;6.83;1.7;2.72;2.54;2.65;16;12;7;7;31;42;8;6
Heremites vittatus;between Siverek and Karakeçi 8. km, Þanlýurfa, Turkey;25.05.2006;male;Arabian;Arabian_male;75.24;12.88;8.23;6.57;19.03;28.29;3.69;3.81;3.7;6.24;3.83;1.62;9.4;4.53;7.69;2.08;3.81;2.61;2.56;16;12;7;7;32;43;8;6
Heremites vittatus;Between Þanlýurfa and Hilvan, Turkey;27.04.2005;male;Arabian;Arabian_male;64.01;13.25;7.57;5.63;15.58;22.66;3.33;2.76;3.41;4.43;3.05;1.46;7.14;4.7;6.98;1.63;3.36;2.16;2.11;16;10;7;7;30;41;8;6
Heremites vittatus;Between Þanlýurfa and Hilvan, Turkey;27.04.2005;male;Arabian;Arabian_male;59.81;12.88;6.56;5.17;15.49;20.39;3.32;3.16;3.38;4.13;3.49;1.28;7.76;4.2;7.17;1.75;3.02;2.28;2.43;16;10;7;7;31;46;8;6
Heremites vittatus;Eskihalfeti, Þanlýurfa, Turkey;12.04.2006;male;Arabian;Arabian_male;62.21;12.97;7.06;5.46;15.18;22.81;3.43;3.21;3.5;4.42;4;1.44;7.44;4.61;7.15;1.65;3.4;2.3;2.21;15;10;7;7;32;41;8;6
Heremites vittatus;Eskihalfeti, Þanlýurfa, Turkey;12.04.2006;male;Arabian;Arabian_male;71.55;13.44;8.02;6.23;16.11;23.6;4.05;3.49;3.95;5.21;4.05;1.18;8.65;4.94;7.85;1.83;3.5;2.79;2.55;16;11;7;7;31;40;8;6
Heremites vittatus;between Araban and Besni 5 km., Adýyaman, Turkey;22.04.2005;male;Arabian;Arabian_male;74.45;14.47;8.35;6.98;16.57;26.34;4.23;3.27;3.65;5.54;3.47;1.84;7.88;5.02;7.82;1.9;3.74;2.68;2.24;17;12;7;7;32;42;8;7
Heremites vittatus;Baðpýnar, Adýyaman, Turkey;28.04.2001;male;Arabian;Arabian_male;69.94;14.02;7.93;6.67;16.81;26.62;4.07;3.07;3.97;5.44;3.4;1.48;7.95;4.54;7.52;1.81;3.5;2.66;2.19;17;11;7;7;34;44;8;6
Heremites vittatus;Baðpýnar, Adýyaman, Turkey;28.04.2001;male;Arabian;Arabian_male;57.52;12.19;6.2;5.16;14.58;21.36;3.48;2.82;3.62;4.63;3.53;1.28;8.18;4.21;6.82;1.63;3.17;2.25;2.08;18;11;7;7;32;43;8;6
Heremites vittatus;Baðpýnar, Adýyaman, Turkey;28.04.2001;male;Arabian;Arabian_male;68.39;13.79;7.51;6.15;16.8;26.25;4.34;3.23;3.71;5.39;3.51;1.53;8.89;4.7;7.29;2.02;3.46;2.47;2.61;16;12;7;7;32;40;8;6
Heremites vittatus;Gerger, Adýyaman, Turkey;10.06.2005;male;Arabian;Arabian_male;65.47;13.03;7.54;6.04;14.83;24.4;3.79;3.75;2.81;5.13;3.6;1.42;8.25;4.18;6.76;1.52;3.17;2.64;2.52;16;12;7;7;33;40;8;6
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;79.2;14.89;9.03;7.08;19.1;28.08;4.1;3.59;5.04;5.6;4.56;1.85;9.36;5.14;7.89;1.91;3.43;2.56;2.55;17;11;7;7;32;43;8;6
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;72.97;14.6;8.6;6.88;17.48;26.21;4.1;3.38;4.17;5.7;3.74;2.11;7.79;4.34;7.64;1.85;3.53;2.39;2.6;16;12;7;7;31;41;8;6
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;70.61;13.36;8.03;5.86;17.05;24.98;3.88;3.21;3.49;5.11;3.29;1.31;7.75;4.62;7.16;1.97;3.32;2.24;2.33;15;12;7;7;32;42;10;7
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;60.05;12.26;6.84;5.67;14.33;20.78;3.69;2.91;3.29;4.52;3.38;1.63;7.26;3.84;7.14;1.8;2.81;2.56;1.9;17;12;7;7;33;44;8;6
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;63.68;13.06;7.21;5.88;15.97;21.97;3.95;3.08;2.78;4.31;3.13;1.55;6.89;4.1;7.13;1.8;3.19;2.27;2.15;18;12;7;7;32;43;8;6
Heremites vittatus;Dokurcun village, between Gaziantep and Kilis, Turkey;23.04.2005;male;Arabian;Arabian_male;78.32;14.93;9.07;7.12;19.09;27.83;4.17;3.64;4.27;5.15;4.02;1.83;9.11;5.86;7.96;2.01;3.74;2.56;2.26;17;12;7;7;31;44;8;6
Heremites vittatus;between Hassa and Kilis 32. km. , Turkey;14.04.2006;male;Arabian;Arabian_male;63.4;12.75;7.22;5.63;14.48;22.17;4.08;3.22;3.38;4.59;3.42;1.54;7.71;3.38;6.93;1.7;3.01;2.45;2.01;16;12;7;7;32;43;8;6
Heremites vittatus;between Polateli and Kilis 4 km., Turkey;14.04.2006;male;Arabian;Arabian_male;75.8;15.11;9.1;7;17.93;26.49;4.53;3.48;4.02;5.65;4.25;1.67;8.87;4.85;8.43;2.03;3.13;2.89;2.49;15;10;7;7;31;42;8;6
Heremites vittatus;Kemaliye village, between Kilis and Elbeyli, Turkey ;24.04.2005;male;Arabian;Arabian_male;76.41;14.92;9;6.93;17.43;26.92;4.01;3.65;4.18;5.27;4.2;1.86;9.11;5.01;7.99;2.2;3.74;2.73;1.93;17;12;7;7;32;42;8;7
Heremites vittatus;Kemaliye village, between Kilis and Elbeyli, Turkey ;24.04.2005;male;Arabian;Arabian_male;75.63;14.81;8.42;6.36;18.17;27.04;4.28;3.67;3.78;5.46;4.12;1.58;9.48;5.15;8.69;2.19;3.44;2.76;2.25;17;12;7;7;34;46;8;6
Heremites vittatus;Kilis, Turkey;10.05.1987;male;Arabian;Arabian_male;78.99;14.91;8.58;7.26;18.26;27.86;4.43;3.49;4.05;5.43;3.76;1.75;8.84;4.65;8.27;2.28;3.39;2.72;2.35;17;12;7;7;32;43;8;6
Heremites vittatus;Kilis, Turkey;10.05.1987;male;Arabian;Arabian_male;69.65;13.64;7.59;6.18;15.33;24.8;4.37;3.14;3.12;4.49;4.07;1.14;8.86;4.85;7.45;1.65;3;2.89;2.23;17;12;7;7;33;43;10;6
Heremites vittatus;Islahiye, Gaziantep, Turkey;8.09.1999;male;Arabian;Arabian_male;59.95;12.12;6.65;5.11;15.21;21.8;2.84;3.36;4.12;4.1;3.7;1.22;7.29;4.07;6.87;1.7;3.03;2.54;1.96;18;12;7;7;34;43;10;6
Heremites vittatus;Nurdaðý, Gaziantep, Turkey;8.09.1999;male;Arabian;Arabian_male;65.27;12.1;6.75;5.55;16.43;23.74;3.06;3.56;3.57;4;3.19;1.89;8.58;4.41;6.72;2.39;3.01;2.88;2.04;18;12;7;7;32;44;8;6
Heremites vittatus;Zincirlihöyük, Fevzipaþa, Islahiye, Gaziantep, Turkey;14.04.2006;male;Arabian;Arabian_male;69.97;13.22;6.85;5.69;15.73;24.19;3.59;2.89;3.5;4.85;3.72;1.11;7.89;4.17;7.2;1.89;3.3;2.5;2.6;17;11;7;7;30;45;8;6
Heremites vittatus;Zincirlihöyük, Fevzipaþa, Islahiye, Gaziantep, Turkey;14.04.2006;male;Arabian;Arabian_male;74.02;14.82;8.05;6.17;17.82;25.53;4.24;3.55;3.81;5.49;4.13;1.42;9.14;4.84;8.06;2.01;3.72;2.89;2.42;18;12;7;7;30;42;8;6
Heremites vittatus;Zincirlihöyük, Fevzipaþa, Islahiye, Gaziantep, Turkey;14.04.2006;male;Arabian;Arabian_male;66.83;13.73;7.56;5.26;15.01;24.17;3.62;3.2;3.71;5.22;3.16;1.59;8.49;4.7;7.18;1.77;3.38;2.62;2.29;17;11;7;7;31;42;8;6
Heremites vittatus;Sakçagözü, Nurdaðý, Gaziantep, Turkey;29.04.2014;male;Arabian;Arabian_male;65.83;13.03;7.22;6.21;15.43;24.09;3.86;3.27;3.57;4.94;3.92;1.33;7.7;4.27;7.25;1.82;3.06;2.62;2.57;15;11;7;7;32;40;10;6
Heremites vittatus;Sakçagözü, Nurdaðý, Gaziantep, Turkey;29.04.2014;male;Arabian;Arabian_male;59.38;12.25;6.91;5.35;13.65;20.79;3.38;2.73;3.16;4.8;3.69;1.08;6.99;4.68;6.68;1.4;2.61;1.95;2.06;16;10;7;7;32;41;10;6
Heremites vittatus;Burç village, Gaziantep, Turkey;20.02.1995;male;Arabian;Arabian_male;67.95;13.22;7.38;6.21;16.37;24.06;3.64;3.52;3.14;5.04;3.97;1.19;8.18;4.35;7.75;1.94;3.25;2.39;2.36;18;13;7;7;32;43;8;6
Heremites vittatus;Burç village, Gaziantep, Turkey;30.04.1996;male;Arabian;Arabian_male;79.81;14.12;8.72;7.26;17.48;27.85;3.6;4.03;4.62;5.5;3.51;2.06;8.81;4.28;8.67;1.95;3.71;2.51;2.2;16;11;7;7;32;45;8;6
Heremites vittatus;Burç village, Gaziantep, Turkey;30.04.1996;male;Arabian;Arabian_male;63.19;12.39;7.14;5.6;16.27;23.76;2.98;3.25;3.72;4.42;3.43;1.39;6.91;3.1;6.87;1.65;3;2.33;1.97;16;11;7;7;32;44;8;6
Heremites vittatus;Burç village, Gaziantep, Turkey;30.04.1996;male;Arabian;Arabian_male;58.81;12.64;6.35;5.26;15.81;23.09;3.23;3.39;3.45;4.77;3.16;1.11;6.45;3.93;7.11;1.54;3.22;2.6;2.38;16;11;7;7;32;42;8;6
Heremites vittatus;Çevlik, Samandað, Hatay, Turkey;19.07.1998;male;Arabian;Arabian_male;81.19;15.38;9.36;6.85;16.96;28.47;4.41;3.6;4.45;5.4;4.28;1.76;9.84;4.65;7.56;1.73;4;2.6;2.81;18;12;7;7;30;40;8;6
Heremites vittatus;Botaþ, Ýskenderun, Hatay, Turkey;15.05.2009;male;Arabian;Arabian_male;66.11;12.91;7.59;6.19;13.99;23.23;3.47;3.09;3.21;4.98;3.28;1.47;8.16;5.02;7.02;1.87;3.17;2.51;2.39;17;11;7;7;32;44;8;6
Heremites vittatus;Botaþ, Ýskenderun, Hatay, Turkey;15.05.2009;male;Arabian;Arabian_male;68.39;13.04;7.8;5.53;16.29;24.93;3.3;2.82;3.36;5.23;3.91;1.21;7.23;4.17;7.05;1.77;3.13;2.05;2.25;17;11;7;7;32;41;8;6
Heremites vittatus;Çiftlikköyü, Altýnöüzü, Hatay, Turkey;31.03.1999;male;Arabian;Arabian_male;80.69;15.25;8.47;6.75;18.04;28.85;3.63;4.12;5.1;5.34;4.25;1.8;8.67;3.98;8.48;2.31;4.12;2.87;2.58;15;11;7;7;32;40;8;6
Heremites vittatus;Sutaþý, Samandað, Hatay, Turkey;1.04.1999;male;Arabian;Arabian_male;84.41;15.4;9.33;7.16;18.47;26.74;3.59;4.51;5.39;5.97;4.55;1.99;8.35;4.67;8.95;1.8;3.69;2.75;2.88;15;10;7;7;32;47;8;7
Heremites vittatus;Deniz, Samandað, Hatay, Turkey;18.07.1998;male;Arabian;Arabian_male;75.09;14.6;8.53;6.71;17.58;28.75;3.65;3.32;4.33;4.99;3.55;1.35;8.53;4.29;8.23;1.92;3.4;2.54;2.32;17;12;7;7;34;39;10;6
Heremites vittatus;Deniz, Samandað, Hatay, Turkey;18.07.1998;male;Arabian;Arabian_male;76.15;14.15;7.61;6.01;16.67;26.01;3.46;3.58;4.07;4.67;3.71;1.44;8.92;4.44;7.76;1.88;3.72;2.45;2.44;16;12;7;7;32;41;8;6
Heremites vittatus;Deniz, Samandað, Hatay, Turkey;18.07.1998;male;Arabian;Arabian_male;67.82;12.85;6.84;5.74;16.39;24.53;3.93;2.94;3.43;4.63;3.44;1.56;8.55;4.1;7.22;1.79;2.96;2.24;2.36;16;12;7;7;32;40;8;6
Heremites vittatus;Samandað, Hatay, Turkey;9.06.1996;male;Arabian;Arabian_male;70.31;14.16;8.6;6.25;16.07;23.63;4.06;3.32;2.92;4.8;3.74;1.18;8.26;4.25;7.79;2;3.31;2.4;2.59;16;11;7;7;32;41;8;6
Heremites vittatus;Kesmeburun, Osmaniye, Turkey;29.03.1986;male;Arabian;Arabian_male;83.25;15.25;8.74;6.76;17.51;26.1;4.77;3.43;3.67;5.2;4.23;1.74;9.59;4.52;8.48;2.11;3.23;2.25;2.63;18;12;7;7;32;42;10;7
Heremites vittatus;Kesmeburun, Osmaniye, Turkey;29.03.1986;male;Arabian;Arabian_male;81.67;14.68;8.47;6.66;16.89;28.26;3.98;3.31;3.81;4.74;3.9;1.88;10.14;4.62;8.06;1.55;3.59;2.59;2.47;16;12;7;7;30;42;10;7
Heremites vittatus;Gedikli village, Kozan, Adana, Turkey;27.04.2014;male;Anatolian;Anatolian_male;72.83;13.74;7.78;6.91;18.05;26.25;4.58;3.23;3.26;4.73;3.62;1.78;8.12;4.86;7.56;1.91;3.07;2.44;2.55;19;13;7;7;32;45;8;6
Heremites vittatus;Gedikli village, Kozan, Adana, Turkey;27.04.2014;male;Anatolian;Anatolian_male;61.35;12.49;6.69;5.15;14.31;21.42;3.44;2.74;3.45;4.27;3.18;1.2;8.09;4.24;6.66;1.68;2.77;2.38;2.01;17;13;7;7;32;40;8;6
Heremites vittatus;Gedikli village, Kozan, Adana, Turkey;27.04.2014;male;Anatolian;Anatolian_male;57.82;12.35;6.34;5.29;14.03;21.58;3.57;2.7;3.31;4.79;3.57;1.21;7.66;4.06;6.88;1.31;3.19;2.51;2.27;19;12;7;7;32;42;10;6
Heremites vittatus;Çömlecik village, Kelkit, Gümüþhane, Turkey;18.07.2013;male;Anatolian;Anatolian_male;65.47;13.18;8.23;5.52;14.53;21.47;2.65;3.45;3.66;4.18;3.46;1.4;6.86;3.68;6.48;1.71;2.49;2.45;2.2;17;11;7;7;31;41;8;5
Heremites vittatus;Uzuncaburç, Silifke, Mersin, Turkey;5.05.1995;male;Anatolian;Anatolian_male;73.61;14.04;8.09;6.13;15.99;25.77;4.1;3.43;4.08;5.12;3.93;1.19;8.75;4.92;8.06;1.79;3.39;2.19;2.74;17;11;7;7;30;37;8;6
Heremites vittatus;Uzuncaburç, Silifke, Mersin, Turkey;5.05.1995;male;Anatolian;Anatolian_male;67.93;13.05;7.75;5.86;16.13;22.07;3.45;3.19;3.76;5.01;3.35;1.59;8.53;4.96;7.55;1.91;3.24;2.23;2.22;17;11;7;7;32;43;8;6
Heremites vittatus;Uzuncaburç, Silifke, Mersin, Turkey;5.05.1995;male;Anatolian;Anatolian_male;75.78;14.15;8.15;6.07;17.2;26.04;4.13;3.19;4.07;5.44;4.06;1.58;8.11;4.8;7.81;1.65;3.15;2.49;2.64;16;11;7;6;30;39;8;6
